,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Set
5801,City Hotel,1,0,2015,September,38,17,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,No Deposit,,,0,Transient,62.8,0,0,Canceled,2015-09-17,train
5802,City Hotel,1,4,2016,February,8,14,1,0,2,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,118.0,,0,Transient,60.4,0,0,No-Show,2016-02-14,train
5803,City Hotel,0,11,2015,December,53,29,0,3,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,167.0,,0,Transient,157.67,0,0,Check-Out,2016-01-01,train
5804,Resort Hotel,0,237,2016,September,37,6,2,5,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,241.0,,0,Transient,82.03,0,2,Check-Out,2016-09-13,train
5805,Resort Hotel,0,62,2016,December,53,30,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,3.0,,0,Transient,137.33,0,1,Check-Out,2017-01-02,train
5806,Resort Hotel,0,2,2016,March,13,20,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,88.0,1,0,Check-Out,2016-03-23,train
5807,City Hotel,0,84,2017,March,11,13,1,3,1,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,84.8,0,2,Check-Out,2017-03-17,train
5808,Resort Hotel,0,261,2017,April,18,30,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,42.95,0,1,Check-Out,2017-05-07,train
5809,Resort Hotel,0,11,2016,January,2,8,1,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,69.2,1,1,Check-Out,2016-01-11,train
5810,City Hotel,0,200,2017,July,27,4,0,5,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient-Party,89.1,0,1,Check-Out,2017-07-09,train
5811,City Hotel,0,101,2016,April,18,26,0,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,35.0,,0,Transient-Party,74.0,0,0,Check-Out,2016-04-27,train
5812,Resort Hotel,0,10,2017,June,23,10,0,1,2,0.0,0,HB,MDV,Direct,Direct,0,0,0,A,A,4,No Deposit,250.0,,0,Transient,192.0,0,1,Check-Out,2017-06-11,train
5813,City Hotel,1,167,2017,May,21,25,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,115.0,0,0,Canceled,2016-12-09,train
5814,Resort Hotel,0,31,2017,April,17,23,2,4,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,93.0,0,0,Check-Out,2017-04-29,train
5815,Resort Hotel,1,302,2017,May,19,9,0,4,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,81.0,0,0,Canceled,2016-08-25,train
5816,City Hotel,0,9,2017,March,12,19,2,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,8.0,,0,Transient,108.8,0,0,Check-Out,2017-03-24,train
5817,City Hotel,0,40,2015,August,33,15,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-19,train
5818,City Hotel,0,50,2016,April,14,2,0,1,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.5,0,0,Check-Out,2016-04-03,train
5819,City Hotel,1,61,2015,December,53,30,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient,111.6,0,1,Canceled,2015-12-07,train
5820,City Hotel,0,193,2016,September,40,30,1,2,2,0.0,0,BB,DEU,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,132.0,0,0,Check-Out,2016-10-03,train
5821,City Hotel,0,182,2017,March,10,11,2,6,2,0.0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,330.0,,0,Transient-Party,90.0,0,1,Check-Out,2017-03-19,train
5822,City Hotel,0,3,2017,March,13,31,0,1,1,0.0,0,BB,GBR,Aviation,Corporate,0,0,0,A,A,0,No Deposit,,153.0,0,Transient,95.0,0,0,Check-Out,2017-04-01,train
5823,City Hotel,0,45,2016,March,12,18,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,112.5,0,2,Check-Out,2016-03-21,train
5824,Resort Hotel,0,34,2017,April,16,17,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,100.0,0,1,Check-Out,2017-04-21,train
5825,City Hotel,0,75,2017,July,27,4,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.0,0,1,Check-Out,2017-07-11,train
5826,City Hotel,0,76,2016,April,14,1,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.3,0,1,Check-Out,2016-04-03,train
5827,City Hotel,1,21,2015,September,37,10,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,65.55,0,0,Canceled,2015-09-07,train
5828,Resort Hotel,1,288,2016,December,53,26,3,6,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,96.4,0,0,Canceled,2016-03-14,train
5829,City Hotel,0,105,2016,July,32,31,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,120.6,0,1,Check-Out,2016-08-05,train
5830,City Hotel,0,0,2016,July,31,27,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,159.0,0,0,Check-Out,2016-07-28,train
5831,City Hotel,0,61,2016,September,36,3,2,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,42.0,,0,Transient,115.25,1,1,Check-Out,2016-09-07,train
5832,Resort Hotel,0,1,2016,April,18,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,C,0,No Deposit,,154.0,0,Transient,39.0,0,0,Check-Out,2016-04-28,train
5833,City Hotel,0,359,2016,October,42,14,2,3,1,0.0,0,BB,LUX,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,21.0,,0,Transient-Party,70.0,0,0,Check-Out,2016-10-19,train
5834,City Hotel,0,20,2017,August,31,3,0,2,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9.0,,0,Transient-Party,230.0,0,2,Check-Out,2017-08-05,train
5835,City Hotel,1,241,2017,March,10,9,0,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,0,Canceled,2016-11-21,train
5836,City Hotel,0,61,2017,March,11,12,2,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,2,Check-Out,2017-03-14,train
5837,City Hotel,0,2,2016,August,32,6,1,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,225.0,1,2,Check-Out,2016-08-08,train
5838,City Hotel,1,56,2016,September,38,11,2,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0,0,Canceled,2016-07-17,train
5839,City Hotel,0,53,2017,July,28,12,0,3,3,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,165.6,0,1,Check-Out,2017-07-15,train
5840,City Hotel,0,5,2016,May,22,24,0,2,2,0.0,0,BB,VEN,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,78.0,0,Transient-Party,110.0,0,1,Check-Out,2016-05-26,train
5841,City Hotel,0,51,2016,July,30,18,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,132.9,0,1,Check-Out,2016-07-21,train
5842,City Hotel,0,134,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,75.0,0,0,Check-Out,2017-02-26,train
5843,City Hotel,0,1,2016,February,9,25,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,102.0,0,0,Check-Out,2016-02-26,train
5844,Resort Hotel,0,238,2016,May,22,26,2,5,2,1.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,2,No Deposit,156.0,,0,Transient-Party,87.46,0,4,Check-Out,2016-06-02,train
5845,City Hotel,1,37,2017,June,24,11,2,2,3,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,1,Canceled,2017-05-07,train
5846,City Hotel,1,55,2017,January,3,18,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,79.0,0,0,Canceled,2016-11-24,train
5847,City Hotel,0,42,2016,March,13,24,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.16,0,0,Check-Out,2016-03-28,train
5848,Resort Hotel,1,8,2017,February,6,8,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,2,Canceled,2017-02-07,train
5849,City Hotel,1,14,2017,July,29,21,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.33,0,0,Canceled,2017-07-14,train
5850,City Hotel,0,167,2017,June,22,2,2,2,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,141.0,0,2,Check-Out,2017-06-06,train
5851,City Hotel,1,15,2017,February,9,27,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,0,Canceled,2017-02-19,train
5852,City Hotel,1,49,2016,May,19,7,1,1,3,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.3,0,0,Canceled,2016-03-19,train
5853,Resort Hotel,0,62,2015,July,30,20,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,167.0,0,1,Check-Out,2015-07-27,train
5854,City Hotel,1,344,2016,June,25,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,train
5855,City Hotel,0,94,2016,September,36,3,2,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,102.68,0,0,Check-Out,2016-09-07,train
5856,City Hotel,0,34,2017,March,9,4,1,1,2,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,118.0,0,0,Check-Out,2017-03-06,train
5857,Resort Hotel,0,364,2016,October,42,12,1,4,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,3,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-10-17,train
5858,City Hotel,1,14,2016,April,15,3,2,0,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,1,Canceled,2016-04-03,train
5859,City Hotel,1,73,2016,September,38,15,0,1,2,0.0,0,SC,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,,233.0,0,Transient,100.0,0,1,Canceled,2016-09-07,train
5860,City Hotel,0,25,2017,March,11,13,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,88.76,0,0,Check-Out,2017-03-16,train
5861,City Hotel,1,14,2015,October,42,15,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,99.0,,0,Transient-Party,100.0,0,0,Canceled,2015-10-13,train
5862,Resort Hotel,0,59,2015,October,41,8,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,50,Contract,45.0,0,0,Check-Out,2015-10-11,train
5863,City Hotel,0,93,2016,August,33,13,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,109.83,0,1,Check-Out,2016-08-14,train
5864,Resort Hotel,0,0,2015,November,48,24,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,43.0,1,0,Check-Out,2015-11-25,train
5865,Resort Hotel,0,195,2016,August,32,4,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,116.1,0,0,Check-Out,2016-08-11,train
5866,City Hotel,1,13,2016,December,52,20,0,3,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,78.0,0,0,Canceled,2016-12-12,train
5867,Resort Hotel,1,228,2016,May,22,25,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,52.2,0,1,Canceled,2016-05-18,train
5868,City Hotel,1,89,2015,September,40,27,1,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015-09-09,train
5869,Resort Hotel,0,71,2016,March,12,17,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,61.4,0,2,Check-Out,2016-03-20,train
5870,Resort Hotel,1,22,2017,August,31,3,1,3,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,266.0,0,2,Canceled,2017-07-29,train
5871,City Hotel,1,341,2015,September,39,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02,train
5872,City Hotel,0,116,2017,June,25,18,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,75.24,0,0,Check-Out,2017-06-22,train
5873,Resort Hotel,1,237,2017,June,24,12,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,80.1,0,2,Canceled,2016-10-28,train
5874,Resort Hotel,0,26,2017,May,21,25,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,160.0,0,1,Check-Out,2017-05-26,train
5875,City Hotel,0,0,2017,May,22,30,0,2,1,0.0,0,BB,PRT,Direct,Direct,1,0,4,A,A,0,No Deposit,,408.0,0,Transient,95.0,0,0,Check-Out,2017-06-01,train
5876,City Hotel,0,270,2016,April,17,20,0,4,2,0.0,0,BB,ISL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,187,Transient-Party,80.0,0,0,Check-Out,2016-04-24,train
5877,Resort Hotel,1,51,2016,August,34,18,0,2,2,0.0,0,Undefined,ESP,Direct,Direct,0,0,0,A,A,2,No Deposit,250.0,,0,Transient,275.0,0,1,Canceled,2016-08-08,train
5878,Resort Hotel,1,118,2016,July,31,25,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,162.86,0,3,Canceled,2016-03-31,train
5879,City Hotel,0,44,2017,April,16,20,0,3,2,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,133.33,0,1,Check-Out,2017-04-23,train
5880,Resort Hotel,0,9,2016,March,13,25,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,242.0,,0,Transient,153.0,1,1,Check-Out,2016-03-27,train
5881,Resort Hotel,0,1,2017,August,32,6,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,144.4,0,1,Check-Out,2017-08-07,train
5882,Resort Hotel,1,132,2016,August,33,11,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,259.0,0,0,Canceled,2016-04-16,train
5883,Resort Hotel,1,207,2015,September,39,26,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,No Deposit,208.0,,0,Transient,34.0,0,0,Canceled,2015-03-03,train
5884,City Hotel,0,5,2015,August,33,15,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Transient,124.0,0,2,Check-Out,2015-08-16,train
5885,City Hotel,0,14,2015,December,51,14,1,4,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,58.0,0,0,Check-Out,2015-12-19,train
5886,Resort Hotel,1,22,2016,August,34,17,0,3,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,239.0,0,0,Canceled,2016-07-29,train
5887,City Hotel,1,265,2015,July,28,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0,0,Canceled,2014-10-17,train
5888,City Hotel,0,220,2016,August,36,31,0,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,137.7,1,1,Check-Out,2016-09-02,train
5889,City Hotel,1,285,2016,October,41,3,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,,24,Transient,100.0,0,0,Canceled,2016-01-16,train
5890,Resort Hotel,1,323,2017,June,22,3,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,72.0,0,0,Canceled,2016-07-21,train
5891,City Hotel,1,121,2017,August,33,18,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,0,Canceled,2017-08-05,train
5892,Resort Hotel,0,140,2017,May,18,2,2,7,2,0.0,0,BB,IRL,Direct,Direct,1,0,1,D,D,1,No Deposit,,,0,Transient,84.0,0,3,Check-Out,2017-05-11,train
5893,City Hotel,1,219,2017,June,23,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0,0,Canceled,2017-04-21,train
5894,City Hotel,1,105,2015,October,42,12,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,110.0,0,0,Canceled,2015-08-18,train
5895,City Hotel,0,133,2016,April,18,25,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,80.75,0,1,Check-Out,2016-04-28,train
5896,City Hotel,1,113,2016,May,23,31,0,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,,202.0,0,Transient,100.0,0,0,Canceled,2016-04-11,train
5897,City Hotel,1,97,2016,October,43,21,2,3,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,185.22,0,0,Canceled,2016-07-19,train
5898,City Hotel,0,1,2016,June,24,7,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,124.0,0,0,Check-Out,2016-06-08,train
5899,City Hotel,1,87,2015,September,39,25,2,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015-09-09,train
5900,City Hotel,1,120,2016,June,23,2,0,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.3,0,1,Canceled,2016-02-29,train
5901,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0,0,Canceled,2016-01-06,train
5902,City Hotel,1,38,2016,October,41,6,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,109.0,0,0,Canceled,2016-09-09,train
5903,Resort Hotel,0,34,2015,October,44,27,0,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,,0,Transient,56.0,0,1,Check-Out,2015-10-31,train
5904,Resort Hotel,0,152,2015,July,31,26,2,3,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient-Party,96.3,0,2,Check-Out,2015-07-31,train
5905,City Hotel,1,56,2017,February,5,1,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,60.0,0,0,Canceled,2016-12-07,train
5906,City Hotel,1,70,2017,February,7,16,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.4,0,2,Canceled,2017-01-28,train
5907,Resort Hotel,0,287,2015,October,42,15,1,3,1,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,43.0,1,0,Check-Out,2015-10-19,train
5908,Resort Hotel,0,79,2015,November,46,9,1,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314.0,,0,Contract,56.16,0,1,Check-Out,2015-11-15,train
5909,City Hotel,1,18,2016,May,20,13,0,1,1,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.0,0,0,Canceled,2016-04-25,train
5910,City Hotel,1,243,2017,May,21,24,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,138.77,0,2,Canceled,2017-04-22,train
5911,Resort Hotel,0,39,2015,July,30,25,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,134.0,,0,Transient,107.0,0,0,Check-Out,2015-07-26,train
5912,Resort Hotel,1,178,2016,October,44,28,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,42.56,0,0,Canceled,2016-07-22,train
5913,Resort Hotel,0,30,2016,March,11,7,1,5,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,38.0,,0,Transient-Party,65.4,0,0,Check-Out,2016-03-13,train
5914,Resort Hotel,0,15,2016,March,14,28,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,39.0,0,1,Check-Out,2016-03-31,train
5915,Resort Hotel,0,30,2017,August,35,31,2,3,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,149.45,0,1,Check-Out,2017-09-05,train
5916,Resort Hotel,1,136,2016,March,13,24,0,3,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,38.0,0,0,Canceled,2015-11-09,train
5917,City Hotel,0,167,2016,July,31,25,1,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient-Party,72.25,0,1,Check-Out,2016-07-27,train
5918,Resort Hotel,1,306,2017,July,30,29,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,204.62,0,1,Canceled,2016-11-19,train
5919,City Hotel,1,468,2016,October,43,20,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,train
5920,City Hotel,0,19,2017,July,28,9,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,150.0,0,2,Check-Out,2017-07-13,train
5921,Resort Hotel,0,212,2016,August,35,24,0,4,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,1,No Deposit,,395.0,0,Transient,119.0,0,2,Check-Out,2016-08-28,train
5922,Resort Hotel,1,200,2016,May,19,2,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,101.7,0,1,Canceled,2016-04-28,train
5923,Resort Hotel,1,262,2017,June,26,26,2,5,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,113.01,0,0,Canceled,2017-01-13,train
5924,City Hotel,1,95,2016,January,1,1,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,106.2,0,1,Canceled,2015-12-18,train
5925,City Hotel,0,27,2017,July,27,2,2,0,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,9.0,,0,Transient,250.0,0,0,Check-Out,2017-07-04,train
5926,Resort Hotel,1,178,2017,June,26,28,2,8,2,1.0,1,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,175.0,,0,Transient,106.56,0,0,Canceled,2017-02-06,train
5927,Resort Hotel,0,211,2016,September,36,1,2,5,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,129.0,0,1,Check-Out,2016-09-08,train
5928,Resort Hotel,0,1,2016,November,47,18,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,71.0,1,1,Check-Out,2016-11-19,train
5929,City Hotel,1,14,2016,August,35,22,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.0,0,2,Canceled,2016-08-17,train
5930,City Hotel,0,6,2016,December,51,13,0,2,2,1.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,131.0,1,1,Check-Out,2016-12-15,train
5931,Resort Hotel,0,0,2016,December,51,13,0,1,2,0.0,0,BB,FIN,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,59.0,0,0,Check-Out,2016-12-14,train
